Fecha,Muestreo,Hoja,x,y
8/8/2020,M2,100,-83.878024,9.263492
8/9/2020,M6,47,-83.878024,9.264111
12/9/2020,M7,19,-83.878024,9.265645
22/9/2020,M11,6,-83.878024,9.264997
22/9/2020,M11,7,-83.878024,9.265017
29/10/2020,M12,60,-83.878024,9.265706
25/11/2020,M13,19,-83.878024,9.26504
26/1/2021,M16,79,-83.878024,9.263673
17/9/2021,M20,58,-83.878024,9.263903
7/8/2020,M2,26,-83.878025,9.263632
11/8/2020,M4,85,-83.878025,9.263504
8/9/2020,M6,48,-83.878025,9.264174
25/11/2020,M13,13,-83.878025,9.265115
21/4/2021,M19,96,-83.878025,9.263703
8/8/2020,M2,48,-83.878026,9.263769
11/8/2020,M4,84,-83.878026,9.263513
25/11/2020,M13,63,-83.878026,9.263477
17/9/2021,M20,16,-83.878026,9.264973
4/8/2020,M1,10,-83.878027,9.265552
8/8/2020,M2,99,-83.878027,9.263548
2/12/2020,M14 ,69,-83.878027,9.26508
8/8/2020,M2,101,-83.878028,9.263509
16/9/2020,M9,42,-83.878028,9.263503
10/8/2020,M3,51,-83.878029,9.265574
18/3/2021,M18,26,-83.878029,9.263832
8/8/2020,M2,69,-83.87803,9.265095
29/10/2020,M12,85,-83.87803,9.265097
8/8/2020,M2,68,-83.878031,9.264898
7/9/2020,M5,43,-83.878031,9.263562
8/8/2020,M2,67,-83.878032,9.264996
10/8/2020,M3,39,-83.878032,9.263434
12/9/2020,M7,53,-83.878032,9.264408
14/9/2020,M8,4,-83.878032,9.265
14/9/2020,M8,8,-83.878032,9.265113
11/8/2020,M4,16,-83.878033,9.265143
16/9/2020,M9,41,-83.878033,9.263632
15/3/2021,M17,80,-83.878033,9.264068
15/3/2021,M17,81,-83.878033,9.263659
21/4/2021,M19,58,-83.878033,9.265168
15/3/2021,M17,82,-83.878035,9.263659
2/12/2020,M14 ,75,-83.878036,9.264973
10/8/2020,M3,33,-83.878038,9.263529
7/9/2020,M5,41,-83.878038,9.263481
10/8/2020,M3,38,-83.878039,9.26347
25/11/2020,M13,16,-83.878039,9.265024
7/9/2020,M5,38,-83.87804,9.263632
14/9/2020,M8,14,-83.87804,9.26509
12/9/2020,M7,20,-83.878041,9.265636
15/3/2021,M17,77,-83.878041,9.263948
21/4/2021,M19,101,-83.878041,9.26364
29/10/2020,M12,84,-83.878042,9.265052
4/12/2020,M15,58,-83.878042,9.265076
4/8/2020,M1,101,-83.878043,9.265133
29/10/2020,M12,86,-83.878043,9.265072
25/11/2020,M13,64,-83.878043,9.263479
2/12/2020,M14 ,70,-83.878043,9.265024
4/12/2020,M15,35,-83.878043,9.265657
29/10/2020,M12,72,-83.878044,9.265096
8/8/2020,M2,50,-83.878045,9.263575
14/9/2020,M8,56,-83.878045,9.263464
15/3/2021,M17,84,-83.878045,9.263565
8/8/2020,M2,75,-83.878048,9.265197
14/9/2020,M8,10,-83.878048,9.265051
16/9/2020,M9,61,-83.878048,9.265124
2/12/2020,M14 ,74,-83.878048,9.264904
4/12/2020,M15,69,-83.878048,9.265203
11/8/2020,M4,86,-83.878049,9.263547
12/9/2020,M7,67,-83.878049,9.263456
22/9/2020,M11,9,-83.878049,9.265148
25/11/2020,M13,18,-83.878049,9.264947
11/8/2020,M4,79,-83.87805,9.264078
29/10/2020,M12,57,-83.87805,9.263427
1/12/2020,M14 ,46,-83.87805,9.263871
8/8/2020,M2,66,-83.878051,9.265038
7/9/2020,M5,69,-83.878051,9.265036
16/9/2020,M9,59,-83.878051,9.265039
22/9/2020,M11,11,-83.878051,9.265072
17/9/2021,M20,51,-83.878051,9.263464
8/8/2020,M2,98,-83.878053,9.263706
29/10/2020,M12,73,-83.878053,9.2651
29/10/2020,M12,89,-83.878053,9.265042
21/4/2021,M19,99,-83.878053,9.26367
2/12/2020,M14 ,108,-83.878054,9.263698
17/9/2021,M20,14,-83.878054,9.264978
2/12/2020,M14 ,110,-83.878055,9.263633
12/9/2020,M7,52,-83.878056,9.264239
16/9/2020,M9,58,-83.878056,9.265027
15/3/2021,M17,85,-83.878056,9.263518
15/3/2021,M17,86,-83.878056,9.263519
21/4/2021,M19,67,-83.878056,9.265065
11/8/2020,M4,82,-83.878059,9.263573
2/12/2020,M14 ,109,-83.878059,9.263655
8/9/2020,M6,10,-83.87806,9.265115
29/10/2020,M12,88,-83.878061,9.264986
10/8/2020,M3,88,-83.878062,9.264973
11/8/2020,M4,19,-83.878062,9.264987
4/8/2020,M1,35,-83.878063,9.265072
4/8/2020,M1,11,-83.878064,9.26516
7/9/2020,M5,68,-83.878064,9.265012
12/9/2020,M7,66,-83.878064,9.263715
25/11/2020,M13,61,-83.878064,9.26347
16/9/2020,M9,40,-83.878065,9.263597
4/12/2020,M15,61,-83.878065,9.264932
26/1/2021,M16,69,-83.878065,9.265171
10/8/2020,M3,86,-83.878066,9.265238
11/8/2020,M4,20,-83.878066,9.265269
4/12/2020,M15,34,-83.878066,9.265853
25/11/2020,M13,20,-83.878067,9.265051
18/3/2021,M18,62,-83.878069,9.265162
16/9/2020,M9,60,-83.87807,9.265079
7/9/2020,M5,55,-83.878072,9.265223
12/9/2020,M7,15,-83.878072,9.265132
4/8/2020,M1,33,-83.878073,9.265051
19/9/2020,M10,73,-83.878074,9.263464
4/12/2020,M15,68,-83.878074,9.265135
21/4/2021,M19,59,-83.878074,9.265115
14/9/2020,M8,3,-83.878076,9.265014
2/12/2020,M14 ,113,-83.878076,9.263399
18/3/2021,M18,63,-83.878076,9.265157
12/9/2020,M7,9,-83.878077,9.265094
14/9/2020,M8,7,-83.878077,9.26513
21/4/2021,M19,60,-83.878077,9.265269
15/3/2021,M17,24,-83.878078,9.265214
10/8/2020,M3,73,-83.878079,9.263362
2/12/2020,M14 ,78,-83.878079,9.265056
18/3/2021,M18,60,-83.878079,9.265038
8/8/2020,M2,107,-83.878081,9.264857
12/9/2020,M7,6,-83.878082,9.264995
18/9/2020,M10,11,-83.878082,9.265018
22/9/2020,M11,8,-83.878082,9.265059
18/3/2021,M18,59,-83.878082,9.265106
18/3/2021,M18,61,-83.878082,9.265075
7/9/2020,M5,62,-83.878083,9.265067
7/9/2020,M5,64,-83.878083,9.26505
14/9/2020,M8,2,-83.878083,9.26507
4/8/2020,M1,83,-83.878084,9.263552
14/9/2020,M8,15,-83.878084,9.2651
7/9/2020,M5,42,-83.878085,9.263516
25/11/2020,M13,21,-83.878085,9.265029
4/12/2020,M15,65,-83.878086,9.264991
25/11/2020,M13,22,-83.878087,9.265012
2/12/2020,M14 ,77,-83.878087,9.265035
4/8/2020,M1,41,-83.878089,9.264977
8/9/2020,M6,16,-83.878089,9.264959
2/12/2020,M14 ,112,-83.878089,9.263486
17/9/2021,M20,44,-83.878089,9.263357
7/9/2020,M5,61,-83.87809,9.2651
18/9/2020,M10,10,-83.878091,9.265036
10/8/2020,M3,89,-83.878092,9.265021
2/12/2020,M14 ,76,-83.878093,9.264966
7/9/2020,M5,65,-83.878094,9.265058
15/3/2021,M17,74,-83.878094,9.264461
18/3/2021,M18,72,-83.878094,9.265146
12/9/2020,M7,8,-83.878095,9.265094
10/8/2020,M3,90,-83.878096,9.265054
12/9/2020,M7,50,-83.878096,9.26436
16/9/2020,M9,56,-83.878097,9.264955
4/12/2020,M15,66,-83.878097,9.265051
18/3/2021,M18,65,-83.878097,9.265116
17/9/2021,M20,15,-83.878097,9.265005
21/4/2021,M19,104,-83.878098,9.263412
29/10/2020,M12,74,-83.8781,9.265234
26/1/2021,M16,81,-83.8781,9.26354
21/4/2021,M19,68,-83.8781,9.265007
8/9/2020,M6,11,-83.878101,9.265165
22/9/2020,M11,47,-83.878102,9.262879
18/3/2021,M18,64,-83.878102,9.265116
18/9/2020,M10,12,-83.878104,9.264953
14/9/2020,M8,22,-83.878105,9.265211
21/4/2021,M19,65,-83.878105,9.265126
21/4/2021,M19,110,-83.878105,9.263358
17/9/2021,M20,48,-83.878105,9.262851
15/3/2021,M17,89,-83.878107,9.263364
8/8/2020,M2,102,-83.878108,9.263485
11/8/2020,M4,87,-83.878109,9.263466
4/12/2020,M15,62,-83.878109,9.265005
4/12/2020,M15,63,-83.878109,9.26495
8/8/2020,M2,51,-83.87811,9.263386
25/11/2020,M13,15,-83.87811,9.265196
21/4/2021,M19,105,-83.87811,9.263383
17/9/2021,M20,50,-83.87811,9.262878
15/3/2021,M17,88,-83.878112,9.263544
8/8/2020,M2,49,-83.878113,9.263724
29/10/2020,M12,90,-83.878113,9.265041
18/9/2020,M10,9,-83.878118,9.265197
26/1/2021,M16,83,-83.878118,9.263422
26/1/2021,M16,96,-83.878118,9.2635
17/9/2021,M20,43,-83.878119,9.263391
12/9/2020,M7,7,-83.87812,9.265035
18/3/2021,M18,73,-83.87812,9.265032
8/8/2020,M2,55,-83.878122,9.262878
8/9/2020,M6,63,-83.878122,9.263576
12/9/2020,M7,70,-83.878122,9.263383
22/9/2020,M11,1,-83.878124,9.265051
10/8/2020,M3,74,-83.878125,9.262797
4/12/2020,M15,67,-83.878125,9.265138
4/8/2020,M1,81,-83.878126,9.263499
14/9/2020,M8,23,-83.878127,9.265132
22/9/2020,M11,48,-83.878127,9.262889
29/10/2020,M12,75,-83.878128,9.265177
17/9/2021,M20,49,-83.878128,9.26285
29/10/2020,M12,56,-83.878129,9.263572
26/1/2021,M16,84,-83.878129,9.263447
10/8/2020,M3,71,-83.87813,9.263438
12/9/2020,M7,16,-83.87813,9.26503
26/1/2021,M16,82,-83.87813,9.263413
10/8/2020,M3,72,-83.878132,9.263426
7/9/2020,M5,56,-83.878132,9.265152
22/9/2020,M11,43,-83.878132,9.26343
4/8/2020,M1,82,-83.878133,9.263472
10/8/2020,M3,70,-83.878134,9.263446
2/12/2020,M14 ,119,-83.878134,9.26286
7/9/2020,M5,57,-83.878138,9.265084
12/9/2020,M7,68,-83.878138,9.263412
29/10/2020,M12,77,-83.878138,9.265202
18/3/2021,M18,66,-83.878138,9.26516
22/9/2020,M11,4,-83.878139,9.265114
7/9/2020,M5,63,-83.87814,9.265057
25/11/2020,M13,23,-83.87814,9.265061
8/8/2020,M2,106,-83.878143,9.262804
12/9/2020,M7,5,-83.878143,9.265011
25/11/2020,M13,62,-83.878143,9.263548
2/12/2020,M14 ,85,-83.878143,9.265123
18/3/2021,M18,38,-83.878144,9.26291
8/9/2020,M6,15,-83.878145,9.264968
10/8/2020,M3,67,-83.878146,9.264228
2/12/2020,M14 ,114,-83.878146,9.263407
4/12/2020,M15,93,-83.878146,9.26492
15/3/2021,M17,90,-83.878148,9.263408
26/1/2021,M16,70,-83.878149,9.264989
18/3/2021,M18,39,-83.878149,9.262855
19/9/2020,M10,77,-83.87815,9.26346
29/10/2020,M12,76,-83.87815,9.265108
4/12/2020,M15,64,-83.87815,9.26498
19/9/2020,M10,74,-83.878151,9.263501
8/9/2020,M6,64,-83.878152,9.263465
8/8/2020,M2,65,-83.878153,9.265057
12/9/2020,M7,71,-83.878153,9.263399
16/9/2020,M9,45,-83.878153,9.26343
16/9/2020,M9,57,-83.878153,9.26504
19/9/2020,M10,80,-83.878154,9.262874
4/12/2020,M15,78,-83.878154,9.265151
17/9/2021,M20,47,-83.878154,9.262865
12/9/2020,M7,76,-83.878155,9.262895
18/9/2020,M10,5,-83.878155,9.265121
4/8/2020,M1,34,-83.878159,9.265075
2/12/2020,M14 ,79,-83.878159,9.265197
21/4/2021,M19,62,-83.878159,9.265242
8/8/2020,M2,52,-83.87816,9.263462
10/8/2020,M3,83,-83.87816,9.265133
2/12/2020,M14 ,80,-83.87816,9.265242
18/3/2021,M18,40,-83.878161,9.26285
25/11/2020,M13,67,-83.878162,9.262792
10/8/2020,M3,85,-83.878163,9.265149
8/8/2020,M2,56,-83.878164,9.262842
19/9/2020,M10,75,-83.878164,9.263511
22/9/2020,M11,3,-83.878164,9.265046
4/12/2020,M15,77,-83.878164,9.265113
25/11/2020,M13,68,-83.878165,9.262807
16/9/2020,M9,53,-83.878166,9.265149
25/11/2020,M13,24,-83.878166,9.265104
4/12/2020,M15,73,-83.878166,9.265366
4/12/2020,M15,76,-83.878166,9.265111
4/8/2020,M1,79,-83.878167,9.263313
14/9/2020,M8,59,-83.878169,9.262902
18/3/2021,M18,67,-83.878169,9.265227
21/4/2021,M19,69,-83.878171,9.265026
4/8/2020,M1,42,-83.878172,9.265113
18/9/2020,M10,4,-83.878172,9.265058
16/9/2020,M9,46,-83.878173,9.263513
4/8/2020,M1,78,-83.878174,9.262917
26/1/2021,M16,59,-83.878174,9.265244
26/1/2021,M16,93,-83.878174,9.263029
21/4/2021,M19,34,-83.878174,9.262912
21/4/2021,M19,61,-83.878174,9.265202
14/9/2020,M8,24,-83.878175,9.265106
2/12/2020,M14 ,83,-83.878175,9.265093
18/3/2021,M18,69,-83.878175,9.265169
22/9/2020,M11,5,-83.878178,9.265051
4/12/2020,M15,79,-83.878178,9.26517
15/3/2021,M17,95,-83.878178,9.26309
4/8/2020,M1,77,-83.878179,9.262907
14/9/2020,M8,27,-83.878179,9.265157
19/9/2020,M10,78,-83.878181,9.263414
29/10/2020,M12,92,-83.878181,9.265148
26/1/2021,M16,61,-83.878181,9.265141
14/9/2020,M8,57,-83.878182,9.263361
18/9/2020,M10,2,-83.878185,9.265056
22/9/2020,M11,44,-83.878185,9.263466
8/8/2020,M2,57,-83.878186,9.262821
10/8/2020,M3,92,-83.878186,9.264992
4/12/2020,M15,72,-83.878186,9.265276
8/9/2020,M6,13,-83.878187,9.265131
12/9/2020,M7,69,-83.878187,9.263434
2/12/2020,M14 ,120,-83.878187,9.262854
10/8/2020,M3,91,-83.878188,9.265069
15/3/2021,M17,20,-83.878188,9.265049
18/9/2020,M10,6,-83.878189,9.265098
26/1/2021,M16,65,-83.878191,9.265111
18/3/2021,M18,68,-83.878191,9.265233
18/3/2021,M18,74,-83.878191,9.26499
18/9/2020,M10,3,-83.878193,9.265027
26/1/2021,M16,63,-83.878193,9.265028
8/9/2020,M6,65,-83.878194,9.263512
4/12/2020,M15,71,-83.878194,9.265217
11/8/2020,M4,9,-83.878195,9.26516
11/8/2020,M4,7,-83.878196,9.265245
2/12/2020,M14 ,84,-83.878196,9.265098
14/9/2020,M8,29,-83.878197,9.265288
15/3/2021,M17,21,-83.878197,9.265267
4/12/2020,M15,75,-83.878198,9.265106
29/10/2020,M12,58,-83.878199,9.263368
15/3/2021,M17,19,-83.878199,9.265095
8/8/2020,M2,103,-83.878201,9.263462
18/3/2021,M18,71,-83.878202,9.265242
8/8/2020,M2,64,-83.878203,9.265039
18/3/2021,M18,34,-83.878203,9.263369
21/4/2021,M19,70,-83.878203,9.265114
25/11/2020,M13,25,-83.878204,9.265088
26/1/2021,M16,64,-83.878204,9.265071
15/3/2021,M17,94,-83.878204,9.26286
22/9/2020,M11,2,-83.878205,9.265071
2/12/2020,M14 ,81,-83.878205,9.265149
16/9/2020,M9,52,-83.878207,9.265108
10/8/2020,M3,69,-83.878208,9.263546
11/8/2020,M4,89,-83.878208,9.262881
22/9/2020,M11,21,-83.878208,9.265354
18/3/2021,M18,37,-83.878208,9.262949
26/1/2021,M16,85,-83.878211,9.263415
16/9/2020,M9,54,-83.878212,9.265212
7/9/2020,M5,45,-83.878213,9.263342
12/9/2020,M7,72,-83.878213,9.263423
29/10/2020,M12,83,-83.878213,9.265096
17/9/2021,M20,84,-83.878213,9.265384
22/9/2020,M11,46,-83.878214,9.263269
29/10/2020,M12,82,-83.878214,9.265146
11/8/2020,M4,10,-83.878215,9.265056
15/3/2021,M17,17,-83.878215,9.264927
21/4/2021,M19,33,-83.878215,9.26291
10/8/2020,M3,81,-83.878216,9.265181
10/8/2020,M3,84,-83.878216,9.265127
12/9/2020,M7,74,-83.878216,9.263301
14/9/2020,M8,28,-83.878216,9.265164
29/10/2020,M12,78,-83.878216,9.265181
4/12/2020,M15,33,-83.878216,9.265854
21/4/2021,M19,1,-83.878216,9.26534
4/12/2020,M15,80,-83.878217,9.265067
26/1/2021,M16,95,-83.878218,9.263428
8/9/2020,M6,23,-83.878219,9.265276
29/10/2020,M12,91,-83.878219,9.26505
21/4/2021,M19,109,-83.87822,9.263327
4/8/2020,M1,45,-83.878221,9.265196
4/12/2020,M15,88,-83.878221,9.264949
21/4/2021,M19,63,-83.878221,9.265266
16/9/2020,M9,55,-83.878222,9.265228
29/10/2020,M12,81,-83.878222,9.265159
2/12/2020,M14 ,115,-83.878222,9.263424
11/8/2020,M4,8,-83.878223,9.265225
8/8/2020,M2,77,-83.878225,9.265154
8/9/2020,M6,12,-83.878225,9.265074
8/8/2020,M2,60,-83.878226,9.264683
8/8/2020,M2,76,-83.878226,9.265074
11/8/2020,M4,12,-83.878226,9.265101
11/8/2020,M4,57,-83.878226,9.265659
21/4/2021,M19,73,-83.878226,9.265226
8/8/2020,M2,78,-83.878227,9.265165
12/9/2020,M7,75,-83.878228,9.263281
18/3/2021,M18,36,-83.878228,9.262959
8/8/2020,M2,81,-83.878231,9.26507
8/9/2020,M6,14,-83.878231,9.26502
26/1/2021,M16,94,-83.878231,9.263434
8/8/2020,M2,120,-83.878232,9.265412
14/9/2020,M8,26,-83.878232,9.265216
21/4/2021,M19,74,-83.878232,9.265007
15/3/2021,M17,23,-83.878233,9.265178
15/3/2021,M17,93,-83.878234,9.26334
18/9/2020,M10,7,-83.878235,9.265109
19/9/2020,M10,79,-83.878236,9.26328
17/9/2021,M20,17,-83.878236,9.265158
12/9/2020,M7,18,-83.878237,9.265027
26/1/2021,M16,86,-83.878237,9.263458
2/12/2020,M14 ,82,-83.878238,9.265121
18/3/2021,M18,8,-83.878238,9.26528
4/8/2020,M1,43,-83.878239,9.265275
8/9/2020,M6,21,-83.878239,9.265159
12/9/2020,M7,17,-83.878239,9.265026
8/8/2020,M2,79,-83.87824,9.265115
8/9/2020,M6,68,-83.87824,9.263322
14/9/2020,M8,58,-83.87824,9.263265
4/8/2020,M1,50,-83.878242,9.265604
8/8/2020,M2,82,-83.878242,9.265031
11/8/2020,M4,4,-83.878242,9.265177
2/12/2020,M14 ,91,-83.878242,9.265396
10/8/2020,M3,82,-83.878243,9.265136
14/9/2020,M8,33,-83.878243,9.265258
21/4/2021,M19,108,-83.878243,9.263226
17/9/2021,M20,85,-83.878243,9.265357
4/8/2020,M1,44,-83.878244,9.265256
10/8/2020,M3,80,-83.878244,9.265373
11/8/2020,M4,21,-83.878244,9.265282
12/9/2020,M7,73,-83.878244,9.263397
18/3/2021,M18,35,-83.878244,9.26342
17/9/2021,M20,46,-83.878244,9.263229
7/9/2020,M5,58,-83.878245,9.265118
14/9/2020,M8,25,-83.878245,9.265069
4/8/2020,M1,102,-83.878246,9.264752
8/8/2020,M2,83,-83.878246,9.265064
7/9/2020,M5,71,-83.878246,9.265418
11/8/2020,M4,11,-83.878247,9.265058
21/4/2021,M19,2,-83.878247,9.265368
4/8/2020,M1,80,-83.878248,9.263338
11/8/2020,M4,28,-83.878248,9.265387
25/11/2020,M13,65,-83.878248,9.263268
8/8/2020,M2,58,-83.878249,9.262837
29/10/2020,M12,80,-83.878249,9.26511
26/1/2021,M16,60,-83.878249,9.265266
11/8/2020,M4,5,-83.87825,9.265205
8/9/2020,M6,19,-83.878251,9.265162
25/11/2020,M13,26,-83.878251,9.265191
11/8/2020,M4,56,-83.878252,9.265584
26/1/2021,M16,62,-83.878252,9.265036
4/8/2020,M1,54,-83.878253,9.265373
14/9/2020,M8,30,-83.878253,9.265618
21/4/2021,M19,30,-83.878253,9.264869
16/9/2020,M9,47,-83.878254,9.263484
29/10/2020,M12,95,-83.878254,9.265398
17/9/2021,M20,19,-83.878254,9.265133
8/9/2020,M6,22,-83.878255,9.265184
11/8/2020,M4,6,-83.878256,9.265205
8/9/2020,M6,24,-83.878256,9.265417
11/8/2020,M4,3,-83.878257,9.265123
21/4/2021,M19,75,-83.878257,9.264985
25/11/2020,M13,69,-83.878258,9.26542
21/4/2021,M19,64,-83.878258,9.265265
4/8/2020,M1,46,-83.87826,9.265191
8/9/2020,M6,20,-83.87826,9.265148
8/9/2020,M6,67,-83.87826,9.263324
29/10/2020,M12,93,-83.87826,9.265428
2/12/2020,M14 ,86,-83.878262,9.264999
21/4/2021,M19,107,-83.878262,9.263242
4/8/2020,M1,49,-83.878263,9.265129
8/8/2020,M2,85,-83.878263,9.265161
8/8/2020,M2,80,-83.878264,9.26507
18/3/2021,M18,70,-83.878264,9.26515
17/9/2021,M20,18,-83.878264,9.265205
21/4/2021,M19,3,-83.878265,9.265384
8/9/2020,M6,25,-83.878266,9.265363
26/1/2021,M16,89,-83.878266,9.263308
26/1/2021,M16,90,-83.878266,9.263309
15/3/2021,M17,22,-83.878266,9.265242
18/9/2020,M10,24,-83.878267,9.265294
26/1/2021,M16,91,-83.878268,9.263305
2/12/2020,M14 ,116,-83.878269,9.263316
22/9/2020,M11,24,-83.878272,9.265271
2/12/2020,M14 ,93,-83.878274,9.265355
4/12/2020,M15,74,-83.878274,9.265179
8/8/2020,M2,59,-83.878275,9.264702
8/9/2020,M6,26,-83.878275,9.265402
18/9/2020,M10,1,-83.878275,9.265116
18/9/2020,M10,23,-83.878275,9.265247
25/11/2020,M13,78,-83.878275,9.265325
21/4/2021,M19,32,-83.878275,9.264759
4/8/2020,M1,47,-83.878277,9.265176
25/11/2020,M13,70,-83.878277,9.265438
8/8/2020,M2,96,-83.878278,9.265333
11/8/2020,M4,2,-83.878278,9.265187
11/8/2020,M4,88,-83.878278,9.263322
8/9/2020,M6,66,-83.878278,9.263433
21/4/2021,M19,106,-83.878278,9.263357
4/8/2020,M1,51,-83.878279,9.265463
12/9/2020,M7,3,-83.878279,9.264691
16/9/2020,M9,51,-83.878279,9.265118
2/12/2020,M14 ,87,-83.878279,9.264933
21/4/2021,M19,17,-83.878279,9.265277
4/8/2020,M1,48,-83.87828,9.265188
29/10/2020,M12,79,-83.87828,9.265241
2/12/2020,M14 ,90,-83.87828,9.265383
7/9/2020,M5,60,-83.878281,9.265154
4/8/2020,M1,12,-83.878282,9.264688
14/9/2020,M8,32,-83.878282,9.265325
4/12/2020,M15,87,-83.878282,9.264949
4/8/2020,M1,13,-83.878283,9.26475
25/11/2020,M13,79,-83.878283,9.265273
18/3/2021,M18,75,-83.878283,9.264718
8/8/2020,M2,115,-83.878284,9.265308
2/12/2020,M14 ,94,-83.878284,9.265281
11/8/2020,M4,29,-83.878285,9.265385
8/9/2020,M6,28,-83.878285,9.265354
2/12/2020,M14 ,92,-83.878285,9.265395
21/4/2021,M19,13,-83.878285,9.265317
17/9/2021,M20,22,-83.878285,9.26547
4/8/2020,M1,52,-83.878286,9.265465
26/1/2021,M16,77,-83.878286,9.265379
15/3/2021,M17,92,-83.878286,9.263375
8/8/2020,M2,62,-83.878287,9.265041
11/8/2020,M4,1,-83.878287,9.265161
8/9/2020,M6,18,-83.878287,9.265125
15/3/2021,M17,87,-83.878287,9.263521
17/9/2021,M20,27,-83.878288,9.265344
8/8/2020,M2,63,-83.878289,9.265055
10/8/2020,M3,93,-83.878289,9.264668
18/3/2021,M18,76,-83.878289,9.265109
21/4/2021,M19,14,-83.878289,9.265372
4/8/2020,M1,53,-83.87829,9.265399
18/9/2020,M10,22,-83.87829,9.265246
18/9/2020,M10,8,-83.878291,9.265174
29/10/2020,M12,94,-83.878291,9.265435
8/8/2020,M2,54,-83.878292,9.263285
18/9/2020,M10,21,-83.878292,9.265384
26/1/2021,M16,88,-83.878292,9.263348
17/9/2021,M20,21,-83.878293,9.265091
22/9/2020,M11,45,-83.878294,9.263424
8/8/2020,M2,84,-83.878295,9.265169
18/9/2020,M10,25,-83.878295,9.265311
8/8/2020,M2,53,-83.878296,9.263402
8/8/2020,M2,97,-83.878296,9.265336
4/12/2020,M15,84,-83.878296,9.264958
29/10/2020,M12,107,-83.878297,9.264677
8/8/2020,M2,116,-83.878298,9.265279
25/11/2020,M13,77,-83.878298,9.26526
16/9/2020,M9,71,-83.8783,9.265311
2/12/2020,M14 ,117,-83.8783,9.263295
4/12/2020,M15,86,-83.8783,9.264946
15/3/2021,M17,18,-83.8783,9.265069
26/1/2021,M16,87,-83.878301,9.263347
25/11/2020,M13,74,-83.878302,9.26539
29/10/2020,M12,96,-83.878303,9.265315
26/1/2021,M16,78,-83.878303,9.265307
12/9/2020,M7,30,-83.878304,9.265305
21/4/2021,M19,72,-83.878304,9.265186
12/9/2020,M7,31,-83.878305,9.26531
16/9/2020,M9,48,-83.878305,9.26511
22/9/2020,M11,22,-83.878305,9.265292
4/12/2020,M15,85,-83.878305,9.26488
12/9/2020,M7,2,-83.878306,9.26469
16/9/2020,M9,49,-83.878306,9.265121
15/3/2021,M17,91,-83.878306,9.26345
4/8/2020,M1,55,-83.878307,9.265312
8/9/2020,M6,17,-83.878307,9.265076
8/9/2020,M6,30,-83.878307,9.265229
12/9/2020,M7,29,-83.878307,9.265315
21/4/2021,M19,15,-83.878307,9.265183
4/8/2020,M1,58,-83.878308,9.265313
29/10/2020,M12,59,-83.87831,9.263389
26/1/2021,M16,73,-83.87831,9.26471
17/9/2021,M20,23,-83.87831,9.265269
8/9/2020,M6,27,-83.878311,9.265357
22/9/2020,M11,25,-83.878311,9.265276
21/4/2021,M19,71,-83.878311,9.265065
8/8/2020,M2,61,-83.878312,9.264903
2/12/2020,M14 ,88,-83.878312,9.264867
26/1/2021,M16,127,-83.878312,9.265378
17/9/2021,M20,71,-83.878312,9.26469
12/9/2020,M7,27,-83.878313,9.265453
4/8/2020,M1,71,-83.878314,9.265216
8/8/2020,M2,105,-83.878316,9.263338
11/8/2020,M4,13,-83.878316,9.265096
12/9/2020,M7,28,-83.878316,9.26533
4/12/2020,M15,82,-83.878316,9.26501
22/9/2020,M11,23,-83.878317,9.265297
2/12/2020,M14 ,118,-83.878318,9.263298
4/12/2020,M15,89,-83.878318,9.264674
15/3/2021,M17,11,-83.878318,9.265291
25/11/2020,M13,66,-83.87832,9.2633
4/12/2020,M15,83,-83.87832,9.264962
21/4/2021,M19,16,-83.87832,9.265227
4/12/2020,M15,90,-83.878322,9.264682
8/9/2020,M6,31,-83.878323,9.265198
14/9/2020,M8,1,-83.878324,9.26446
4/12/2020,M15,91,-83.878324,9.264695
18/3/2021,M18,7,-83.878324,9.265315
25/11/2020,M13,72,-83.878325,9.26537
4/8/2020,M1,70,-83.878326,9.265182
7/9/2020,M5,72,-83.878326,9.265382
7/9/2020,M5,59,-83.878327,9.26513
8/9/2020,M6,29,-83.878327,9.265314
25/11/2020,M13,73,-83.878327,9.265381
4/12/2020,M15,81,-83.878327,9.26506
25/11/2020,M13,81,-83.878328,9.265268
7/9/2020,M5,70,-83.87833,9.265173
25/11/2020,M13,28,-83.878331,9.264749
25/11/2020,M13,76,-83.878331,9.265293
21/4/2021,M19,12,-83.878332,9.265282
21/4/2021,M19,31,-83.878333,9.264683
17/9/2021,M20,20,-83.878334,9.264752
8/8/2020,M2,104,-83.878335,9.263359
17/9/2021,M20,24,-83.878335,9.265372
15/3/2021,M17,12,-83.878336,9.265333
17/9/2021,M20,25,-83.878336,9.265391
4/8/2020,M1,57,-83.878337,9.265306
4/8/2020,M1,56,-83.878339,9.265278
7/9/2020,M5,73,-83.878339,9.265355
25/11/2020,M13,80,-83.878341,9.265282
17/9/2021,M20,45,-83.878341,9.263241
16/9/2020,M9,50,-83.878343,9.265131
17/9/2021,M20,72,-83.878344,9.26471
11/8/2020,M4,23,-83.878345,9.264697
8/9/2020,M6,32,-83.878345,9.26535
25/11/2020,M13,82,-83.878345,9.265242
4/12/2020,M15,92,-83.878345,9.264722
12/9/2020,M7,32,-83.878347,9.265288
8/8/2020,M2,95,-83.878348,9.26527
8/8/2020,M2,119,-83.878351,9.265311
26/1/2021,M16,76,-83.878351,9.264643
